rule_id,from_ziffer,to_ziffer,direction,legal_basis,quote,verified,verified_at,source,parser_verdict,parser_reason,parser_provision
excl_auto_30_4,30,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_34_4,34,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_801_4,801,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_806_4,806,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_807_4,807,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_816_4,816,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_817_4,817,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_835_4,835,4,one_way,GOÄ Anmerkung zu Nummer 4,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 4 ist neben den Leistungen nach den Nummern 30, 34, 801, 806, 807, 816, 817 und/oder 835 nicht berechnungsfähig."
excl_auto_6_5,6,5,mutual,GOÄ Anmerkung zu Nummer 5,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.,true,2026-08-29,deterministic_parser:auto_extracted:ist_neben:range[6-8(3)],CONFIRMED,form_A,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.
excl_auto_7_5,7,5,mutual,GOÄ Anmerkung zu Nummer 5,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.,true,2026-08-29,deterministic_parser:auto_extracted:ist_neben:range[6-8(3)],CONFIRMED,form_A,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.
excl_auto_8_5,8,5,mutual,GOÄ Anmerkung zu Nummer 5,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.,true,2026-08-29,deterministic_parser:auto_extracted:ist_neben:range[6-8(3)],CONFIRMED,form_A,Die Leistung nach Nummer 5 ist neben den Leistungen nach den Nummern 6 bis 8 nicht berechnungsfähig.
excl_auto_5_6,5,6,mutual,GOÄ Anmerkung zu Nummer 6,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_7_6,7,6,mutual,GOÄ Anmerkung zu Nummer 6,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_8_6,8,6,mutual,GOÄ Anmerkung zu Nummer 6,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 6 ist neben den Leistungen nach den Nummern 5, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_5_7,5,7,mutual,GOÄ Anmerkung zu Nummer 7,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig."
excl_auto_6_7,6,7,mutual,GOÄ Anmerkung zu Nummer 7,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig."
excl_auto_8_7,8,7,mutual,GOÄ Anmerkung zu Nummer 7,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 7 ist neben den Leistungen nach den Nummern 5, 6 und/oder 8 nicht berechnungsfähig."
excl_auto_5_8,5,8,mutual,GOÄ Anmerkung zu Nummer 8,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig."
excl_auto_6_8,6,8,mutual,GOÄ Anmerkung zu Nummer 8,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig."
excl_auto_7_8,7,8,mutual,GOÄ Anmerkung zu Nummer 8,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig."
excl_auto_800_8,800,8,one_way,GOÄ Anmerkung zu Nummer 8,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:ist_neben,CONFIRMED,form_A,"Die Leistung nach Nummer 8 ist neben den Leistungen nach den Nummern 5, 6, 7 und/oder 800 nicht berechnungsfähig."
excl_auto_20_847,20,847,one_way,GOÄ Anmerkung zu Nummer 20,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig."
excl_auto_20_862,20,862,one_way,GOÄ Anmerkung zu Nummer 20,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig."
excl_auto_20_864,20,864,one_way,GOÄ Anmerkung zu Nummer 20,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig."
excl_auto_20_871,20,871,one_way,GOÄ Anmerkung zu Nummer 20,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig."
excl_auto_20_887,20,887,one_way,GOÄ Anmerkung zu Nummer 20,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 20 sind die Leistungen nach den Nummern 847, 862, 864, 871 und/oder 887 nicht berechnungsfähig."
excl_auto_21_1,21,1,one_way,GOÄ Anmerkung zu Nummer 21,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig."
excl_auto_21_3,21,3,one_way,GOÄ Anmerkung zu Nummer 21,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig."
excl_auto_21_4,21,4,one_way,GOÄ Anmerkung zu Nummer 21,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig."
excl_auto_21_22,21,22,mutual,GOÄ Anmerkung zu Nummer 21,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig."
excl_auto_21_34,21,34,one_way,GOÄ Anmerkung zu Nummer 21,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 21 sind die Leistungen nach den Nummern 1, 3, 4, 22 und 34 nicht berechnungsfähig."
excl_auto_22_1,22,1,one_way,GOÄ Anmerkung zu Nummer 22,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig."
excl_auto_22_3,22,3,one_way,GOÄ Anmerkung zu Nummer 22,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig."
excl_auto_22_21,22,21,mutual,GOÄ Anmerkung zu Nummer 22,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig."
excl_auto_22_34,22,34,one_way,GOÄ Anmerkung zu Nummer 22,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 22 sind die Leistungen nach Nummer 1, 3, 21 oder 34 nicht berechnungsfähig."
excl_auto_23_1,23,1,one_way,GOÄ Anmerkung zu Nummer 23,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig."
excl_auto_23_3,23,3,one_way,GOÄ Anmerkung zu Nummer 23,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig."
excl_auto_23_5,23,5,one_way,GOÄ Anmerkung zu Nummer 23,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig."
excl_auto_23_7,23,7,one_way,GOÄ Anmerkung zu Nummer 23,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig."
excl_auto_23_3550,23,3550,one_way,GOÄ Anmerkung zu Nummer 23,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 23 sind die Leistungen nach den Nummern 1, 3, 5, 7 und/oder 3550 nicht berechnungsfähig."
excl_auto_24_1,24,1,one_way,GOÄ Anmerkung zu Nummer 24,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig."
excl_auto_24_3,24,3,one_way,GOÄ Anmerkung zu Nummer 24,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig."
excl_auto_24_5,24,5,one_way,GOÄ Anmerkung zu Nummer 24,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig."
excl_auto_24_7,24,7,one_way,GOÄ Anmerkung zu Nummer 24,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 24 sind die Leistungen nach den Nummern 1, 3, 5 und/oder 7 nicht berechnungsfähig."
excl_auto_25_1,25,1,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_3,25,3,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_4,25,4,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_5,25,5,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_6,25,6,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_7,25,7,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_25_8,25,8,one_way,GOÄ Anmerkung zu Nummer 25,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 25 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_1,26,1,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_3,26,3,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_4,26,4,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_5,26,5,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_6,26,6,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_7,26,7,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_26_8,26,8,one_way,GOÄ Anmerkung zu Nummer 26,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 26 sind die Leistungen nach den Nummern 1, 3, 4, 5, 6, 7 und/oder 8 nicht berechnungsfähig."
excl_auto_28_1,28,1,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
excl_auto_28_3,28,3,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
excl_auto_28_5,28,5,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
excl_auto_28_6,28,6,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
excl_auto_28_7,28,7,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
excl_auto_28_8,28,8,one_way,GOÄ Anmerkung zu Nummer 28,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig.",true,2026-08-29,deterministic_parser:auto_extracted:neben_sind,CONFIRMED,form_B,"Neben der Leistung nach Nummer 28 sind die Leistungen nach den Nummern 1, 3, 5, 6, 7, 8, 11, 3500, 3511, 3650 und/oder 3652 nicht berechnungsfähig."
